name,type,sedol,bidPrice,askPrice,netIC,netAC
Stewart Investors European (ex UK) Sustainability (Accumulation),Accumulation,BMG55Y1,95.03,95.03,0,0.3
Stewart Investors European Sustainability E() (Accumulation),Accumulation,BN2B090,920.2,920.2,0,0.4
Stewart Investors Global Emerging Market Leade (A) (Inclusive Accumulation),Accumulation,3387391,551.34,551.34,0,0.87
Stewart Investors Global Emerging Market Leade (B) (Accumulation),Accumulation,3387454,617.41,617.41,0,0.81
Stewart Investors Global Emerging Market Leade (B) (Income),Income,B8DJC36,104.66,104.66,0,0.88
Stewart Investors Global Emerging Markets (B) (Accumulation),Accumulation,3018743,916.81,916.81,0,0.95
Stewart Investors Global Emerging Markets (Inclusive Accumulation),Accumulation,3019036,784.02,784.02,0,1.1
Stewart Investors Worldwide Leaders Sustainability (Accumulation),Accumulation,3097872,650.93,650.93,0,0.7
Stewart Investors Worldwide Leaders Sustainability (Inclusive Accumulation),Accumulation,3097861,554.18,554.18,0,0.7
Stewart Investors Worldwide Sustainability (A) (Inclusive Accumulation),Accumulation,B8ND6Q9,248.99,248.99,0,0.67
Stewart Investors Worldwide Sustainability (A) (Inclusive Income),Income,B845Y04,241.19,241.19,0,0.67
Stewart Investors Worldwide Sustainability (B) (Accumulation),Accumulation,B7W3061,269.12,269.12,0,0.67
Stewart Investors Worldwide Sustainability (B) (Income),Income,B8319S6,236.6,236.6,0,0.67
Stonehage Fleming Global Best Ideas Equity (B) (Accumulation),Accumulation,BCLYMC0,18576.01,18576.01,0,0.84
Stonehage Fleming Global Best Ideas Equity (D) (Income),Income,BCLYMF3,28258.84,28258.84,0,0.84
SVM All Europe SRI (Class B) (Accumulation),Accumulation,B1FL7V4,386.3,386.3,0,1.23
SVM All Europe SRI (Inclusive Accumulation),Accumulation,B1FL7S1,343.3,343.3,0,1.23
SVM Continental Europe (Class B) (Accumulation),Accumulation,3209495,964.5,964.5,0,1.16
SVM Continental Europe (Inclusive Accumulation),Accumulation,3206441,835,835,0,1.16
SVM UK Growth (Class B) (Accumulation),Accumulation,3208470,504.3,504.3,0,0.96
SVM UK Growth (Inclusive Accumulation),Accumulation,3206463,443.4,443.4,0,0.95
SVM UK Opportunities (Class B) (Accumulation),Accumulation,3208481,723.4,723.4,0,0.95
SVM UK Opportunities (Inclusive Accumulation),Accumulation,3206430,624.7,624.7,0,0.96
SVM World Equity (Class B) (Accumulation),Accumulation,B0KXSK4,496.3,496.3,0,1.23
SVM World Equity (Inclusive Accumulation),Accumulation,B0KXRB8,439,439,0,1.23
SVS Aubrey Europe Ex-UK (Class B) (Accumulation),Accumulation,BNDMHJ1,76.64,76.64,0,1.15
SVS Aubrey Global Emerging Markets Fund (Class B) (Accumulation),Accumulation,BNDMH79,75.72,75.72,0,1.15
SVS BambuBlack Asia ex-Japan All-Cap (Class B) (Accumulation),Accumulation,B5448K8,251.3,251.3,0,0.86
SVS BambuBlack Asia Income & Growth (Class B) (Income),Income,B4NXPJ7,197.2,197.2,0,0.77
SVS Brooks Macdonald Blueprint Balanced (Class A) (Accumulation),Accumulation,B054QF3,266.5,266.5,0,1.12
SVS Brooks Macdonald Blueprint Balanced (Class B) (Inclusive Accumulation),Accumulation,B054QG4,243,243,0,1.12
SVS Brooks Macdonald Blueprint Cautious Growth (Accumulation),Accumulation,B5T81S4,171.8,171.8,0,1.05
SVS Brooks Macdonald Blueprint Cautious Growth (Inclusive Accumulation),Accumulation,B5W8NJ6,163.4,163.4,0,1.05
SVS Brooks Macdonald Blueprint Cautious Growth (Income),Income,B054QH5,146.3,146.3,0,1.05
SVS Brooks Macdonald Blueprint Cautious Growth (Inclusive Income),Income,B054QK8,145.7,145.7,0,1.05
SVS Brooks Macdonald Blueprint Defensive Income (Income),Income,B054QL9,116.8,116.8,0,0.99
SVS Brooks Macdonald Blueprint Defensive Income (Inclusive Income),Income,B054QN1,107.6,107.6,0,0.99
SVS Brooks MacDonald Defensive Capital (Class A) (Accumulation),Accumulation,B61MR83,265.4,265.4,0,1.32
SVS Brooks Macdonald Strategic Growth (Class A) (Accumulation),Accumulation,BDX8Y87,172.1,172.1,0,1.21
SVS Brown Shipley Balanced A (Inclusive Accumulation),Accumulation,BP4VN04,136.96,136.96,0,1.5
SVS Brown Shipley Balanced A (Inclusive Income),Income,BP4VN15,123.19,123.19,0,1.5
SVS Brown Shipley Balanced I (Accumulation),Accumulation,BP4VN26,141.26,141.26,0,1.25
SVS Brown Shipley Balanced I (Income),Income,BP4VN37,125.34,125.34,0,1.25
SVS Brown Shipley Cautious (Class A) (Accumulation),Accumulation,BP4VN48,113.81,113.81,0,1.63
SVS Brown Shipley Cautious (Class A) (Income),Income,BP4VN59,99.56,99.56,0,1.63
SVS Brown Shipley Dynamic (Inclusive Accumulation),Accumulation,3250415,331.45,331.45,0,1.09
SVS Brown Shipley Dynamic I (Accumulation),Accumulation,B3K4J72,228.09,228.09,0,1.34
SVS Brown Shipley Dynamic I (Income),Income,B3K4MR3,204.34,204.34,0,1.34
SVS Brown Shipley Dynamic (Inclusive Income),Income,3250404,300.1,300.1,0,1.09
SVS Brown Shipley Growth (Inclusive Accumulation),Accumulation,3250341,341.97,341.97,0,1.03
SVS Brown Shipley Growth Class I (Accumulation),Accumulation,B3NNSP7,225.81,225.81,0,1.28
SVS Brown Shipley Growth Class I (Income),Income,B3NGWQ5,197.22,197.22,0,1.28
SVS Brown Shipley Growth (Inclusive Income),Income,3250330,284.16,284.16,0,1.03
SVS Brown Shipley Income (Inclusive Accumulation),Accumulation,3250374,251.21,251.21,0,1
SVS Brown Shipley Income Class I (Accumulation),Accumulation,B3QCN45,187.35,187.35,0,1.25
SVS Brown Shipley Income Class I (Income),Income,B3QCN23,129.92,129.92,0,1.25
SVS Brown Shipley Income (Inclusive Income),Income,3250396,,,,
SVS Church House Balanced Equity Income (Accumulation),Accumulation,BNBNRC9,316,318,0,1.08
SVS Church House Esk Global Equity (Class B) (Accumulation),Accumulation,BNBNRH4,403.7,427.2,0,0.93
SVS Church House Esk Global Equity (Class B) (Income),Income,BNBNRG3,375.8,397.7,0,0.93
SVS Church House Investment Grade Fixed Interest (Accumulation),Accumulation,B11DPK9,173.6,182.9,0,0.83
SVS Church House Tenax Absolute Return Strat (B) (Income),Income,BNGY2T9,155.2,155.2,0,0.99
SVS Church House Tenax Absolute Return Strat (C) (Accumulation),Accumulation,BNBNRF2,167.7,167.7,0,0.87
SVS Church House Tenax Absolute Return Strat (C) (Income),Income,BNBNRD0,155.3,155.3,0,0.87
SVS Church House UK Equity Growth (Class B) (Accumulation),Accumulation,BNBNR96,234.9,236.4,0,0.93
SVS Church House UK Equity Growth (Class B) (Income),Income,BNBNR85,185.3,186.5,0,0.93
SVS Church House UK Equity Growth (Class Z) (Accumulation),Accumulation,BMG70S6,236.1,236.1,0,0.66
SVS Church House UK Equity Growth (Class Z) (Income),Income,BMG70R5,187.2,187.2,0,0.66
SVS Church House UK Smaller Companies (Class B) (Accumulation),Accumulation,BLY2BF0,143.4,143.4,0,1.03
SVS Cornelian Cautious (Class B) (Inclusive Accumulation),Accumulation,B06H8S8,,,,
SVS Cornelian Cautious (Class B) (Inclusive Income),Income,B06H907,,,,
SVS Cornelian Cautious (Class D) (Accumulation),Accumulation,B3WCDF0,227.7,227.7,0,1.24
SVS Cornelian Cautious (Class D) (Income),Income,B3XLXY5,159.73,159.73,0,1.24
SVS Cornelian Cautious RMP (Class G) (Accumulation),Accumulation,BD73013,119.65,119.65,0,0.56
SVS Cornelian Cautious RMP (Class G) (Income),Income,BD6FSN8,109.36,109.36,0,0.56
SVS Cornelian Defensive (Class D) (Accumulation),Accumulation,B5N17T2,158.79,158.79,0,1.23
SVS Cornelian Defensive (Class D) (Income),Income,B5L3SC0,131.4,131.4,0,1.23
SVS Cornelian Defensive RMP (Class G) (Accumulation),Accumulation,BD72ZR1,112.11,112.11,0,0.57
SVS Cornelian Defensive RMP (Class G) (Income),Income,BD6FSJ4,103.79,103.79,0,0.57
SVS Cornelian Growth (Class B) (Inclusive Accumulation),Accumulation,B06H6T5,,,,
SVS Cornelian Growth (Class B) (Inclusive Income),Income,B06H6Z1,,,,
SVS Cornelian Growth (Class D) (Accumulation),Accumulation,B3RMNL1,305.88,305.88,0,1.23
SVS Cornelian Growth (Class D) (Income),Income,B68Y9S6,252.57,252.57,0,1.23
SVS Cornelian Growth RMP (Class G) (Accumulation),Accumulation,BD73046,,,,
SVS Cornelian Growth RMP (Class G) (Income),Income,BD6FSP0,,,,
SVS Cornelian Managed Growth (Class D) (Accumulation),Accumulation,B3KXCP8,206.84,206.84,0,1.25
SVS Cornelian Managed Growth (Class D) (Income),Income,B3N1367,,,,
SVS Cornelian Managed Growth RMP (Class G) (Accumulation),Accumulation,BD72ZY8,128.39,128.39,0,0.55
SVS Cornelian Managed Growth RMP (Class G) (Income),Income,BD6FSM7,116.32,116.32,0,0.55
SVS Cornelian Managed Income (Class D) (Accumulation),Accumulation,BVL87L9,134.7,134.7,0,1.29
SVS Cornelian Managed Income (Class D) (Income),Income,BV9GGB8,107.52,107.52,0,1.29
SVS Cornelian Progressive RMP (Class G) (Accumulation),Accumulation,BD72ZV5,147.15,147.15,0,0.53
SVS Cornelian Progressive RMP (Class G) (Income),Income,BD6FSK5,133.27,133.27,0,0.53
SVS Dowgate Wealth European Growth (Class F) (Accumulation),Accumulation,BN6R8X4,98.04,98.04,0,0.98
SVS Dowgate Wealth European Growth (Class F) (Income),Income,BN6R704,98.04,98.04,0,0.98
SVS Dowgate Wealth UK Small Cap Growth (Class F) (Accumulation),Accumulation,BN6RCJ8,95.21,95.21,0,0.89
SVS Dowgate Wealth UK Small Cap Growth (Class F) (Income),Income,BN6R8W3,95.21,95.21,0,0.89
SVS Heritage Balanced Portfolio (Class A) (Accumulation),Accumulation,BDQPPL5,141.9,141.9,0,1.68
SVS Sanlam European Equity  Class B (Income),Income,B4LLXV1,188.6,188.6,0,0.75
SVS Sanlam European Equity (Class A) (Inclusive Income),Income,0819284,749.6,749.6,0,0.35
SVS Sanlam Global Gold & Resources (B) (Income),Income,B3RJHY3,69.56,69.56,0,0.71
SVS Sanlam North American (Class A) (Inclusive Income),Income,0765569,4296,4296,0,0.3
SVS Sanlam North American (Class B) (Income),Income,B40T1C3,395.3,395.3,0,0.7
SVS Sanlam UK Equity Growth (Class B) (Accumulation),Accumulation,BHHMSJ2,155.5,155.5,0,0.75
SVS Sanlam UK Equity Growth (Class B) (Income),Income,B43KQL7,183.8,183.8,0,0.75
T. Bailey Dynamic (Retail) (Inclusive Accumulation),Accumulation,B1LB309,,,,
T. Bailey Dynamic (Retail) (Inclusive Income),Income,B138632,,,,
T. Bailey Growth (Institutional) (Accumulation),Accumulation,0934648,205.39,205.39,0,1.32
T. Bailey Growth (Retail) (Inclusive Accumulation),Accumulation,B02TSH7,,,,
T. Rowe Price Asian Opportunities Equity (C9) (Accumulation),Accumulation,BD8PMR8,982.83,982.83,0,0.8
T. Rowe Price China Evolution Equity (C9) (Accumulation),Accumulation,BMHRMM3,794.22,794.22,0,0.87
T. Rowe Price China Evolution Equity (Q) (Accumulation),Accumulation,BN4C6L5,740.98,740.98,0,1.02
T. Rowe Price Continental European Equity (C) (Accumulation),Accumulation,BD3RT23,1574.43,1574.43,0,0.82
T. Rowe Price Emerging Markets Equity (Q GBP) (Accumulation),Accumulation,B8N4Q28,1781,1781,0,1.12
T. Rowe Price European Sml Companies Eqty (ClassQ) (Accumulation),Accumulation,BJT3529,2081,2081,0,1.12
T. Rowe Price Frontier Markets Equity (Q GBP) (Accumulation),Accumulation,BNG6422,1744,1744,0,1.27
T. Rowe Price Funds SICAV Global Growth Equity (Q) (Accumulation),Accumulation,B8H3X64,3040,3040,0,0.91
T. Rowe Price Global Equity Dividend (Class Q) (Accumulation),Accumulation,BFWXFD9,1050.25,1050.25,0,0.92
T. Rowe Price Global Focused Growth Equity (C9) (Accumulation),Accumulation,BF0S8Y8,1915.07,1915.07,0,0.63
T. Rowe Price Global High Income Bond (Qdn) (Income),Income,BZ0D6X8,826,826,0,0.77
T. Rowe Price Global High Yield Bond (Class Q) (Accumulation),Accumulation,B8N0BF4,1139.29,1139.29,0,0.7
T. Rowe Price Global Impact Credit (C9) (Accumulation),Accumulation,BMHRQ43,888.06,888.06,0,0.39
T. Rowe Price Global Impact Equity (C9) (Accumulation),Accumulation,BMHN8J0,800.88,800.88,0,0.72
T. Rowe Price Global Natural Resources Equity (C) (Accumulation),Accumulation,BD446J9,1453.29,1453.29,0,0.92
T. Rowe Price Global Technology Equity (C) (Accumulation),Accumulation,BD446K0,1464.79,1464.79,0,1.02
T. Rowe Price Global Value Equity (Qd) (Income),Income,BMD95T1,1177,1177,0,0.92
T. Rowe Price Japanese Equity (C9) (Accumulation),Accumulation,BF0S8W6,1165.06,1165.06,0,0.56
T. Rowe Price Responsible UK Equity (C9) (Accumulation),Accumulation,BM9GRT0,970.2,970.2,0,0.57
T. Rowe Price US Blue Chip Equity (Class Q GBP) (Accumulation),Accumulation,BJT34X3,3346,3346,0,0.78
T. Rowe Price US Equity (C9) (Accumulation),Accumulation,BD3D631,1932.5,1932.5,0,0.52
T. Rowe Price US Large Cap Growth Equity (C9) (Accumulation),Accumulation,BD5FHX2,1567.5,1567.5,0,0.57
T. Rowe Price US Large Cap Growth Equity (Q) (Accumulation),Accumulation,BJT34W2,3597,3597,0,0.75
T. Rowe Price US Large Cap Value Equity (C9) (Income),Income,BF0S8X7,1446.39,1446.39,0,0.55
T. Rowe Price US Large Cap Value Equity (Q) (Accumulation),Accumulation,BJT34Y4,2679,2679,0,0.82
T. Rowe Price US Smaller Companies Equity (C) (Accumulation),Accumulation,BD446P5,1821.48,1821.48,0,1.12
TAMAC Global Champions AR GBP (Accumulation),Accumulation,BYQPX96,16452,16452,0,0.96
TAMAC Qilin China Champions (Class A - GBP) (Accumulation),Accumulation,BZ6VRT9,97,102,0,2.72
TB Amati Strategic Innovation Fund (Class B) (Accumulation),Accumulation,BKVF3N7,101.62,101.62,0,1
TB Amati Strategic Metals Fund (Class B) (Accumulation),Accumulation,BMD8NV6,114.58,114.58,0,1
TB Amati UK Smaller Companies (B) (Accumulation),Accumulation,B2NG4R3,1425.36,1425.36,0,0.89
TB Aptus Global Financials (B GBP) (Accumulation),Accumulation,B796C34,453.27,453.27,0,1.47
TB Aptus Global Financials (B GBP) (Income),Income,B8DYMW0,300.7,300.7,0,1.47
TB Calibre Equity (Class B) (Accumulation),Accumulation,B92M1L4,148.41,148.41,0,1.66
TB Chawton Global Equity Income (Class B) (Accumulation),Accumulation,BJ1GXX3,128.79,128.79,0,1.16
TB Chawton Global Equity Income (Class B) (Income),Income,BJ1GY07,121.95,121.95,0,1.16
TB Doherty Balanced Managed (Class B) (Accumulation),Accumulation,B92M716,166.68,166.68,0,2.08
TB Enigma Dynamic Growth (Accumulation),Accumulation,BD8YW42,134.38,134.38,0,0.84
TB Enigma Dynamic Growth (Income),Income,BD8YW75,131.07,131.07,0,0.84
TB Evenlode Global Equity (B) (Accumulation),Accumulation,BMFX289,122.87,122.87,0,0.85
TB Evenlode Global Income (B) (Accumulation),Accumulation,BF1QMV6,152.17,152.17,0,0.85
TB Evenlode Global Income (B) (Income),Income,BF1QNC4,137.33,137.33,0,0.85
TB Evenlode Income (B) (Accumulation),Accumulation,BD0B7C4,363.92,363.92,0,0.87
TB Evenlode Income (B) (Income),Income,BD0B7D5,235.24,235.24,0,0.87
TB Guinness Asian Equity Income (Class Y) (Accumulation),Accumulation,BMFKG66,101.04,101.04,0,0.89
TB Guinness Global Energy (Class I) (Accumulation),Accumulation,B56FW07,47.02,47.02,0,0.87
TB Guinness Global Energy (Retail) (Inclusive Accumulation),Accumulation,B564022,,,,
TB Guinness Global Equity Income (Class Y) (Accumulation),Accumulation,BNGFN77,129.16,129.16,0,0.79
TB Guinness Global Equity Income (Class Y) (Income),Income,BNGFN66,124.75,124.75,0,0.79
TB Guinness UK Equity Income (Class Z) (Accumulation),Accumulation,BYX94K9,99.97,99.97,0,0.5
TB Guinness UK Equity Income (Class Z) (Income),Income,BYX94L0,83.3,83.3,0,0.5
TB Heriot Global (Class A) (Accumulation),Accumulation,B99M6Y5,257.05,257.05,0,0.74
TB Heriot Global Smaller Companies (Class A) (Accumulation),Accumulation,BNHRF76,84.76,84.76,0,1.07
TB Heriot Global Smaller Companies (Class A) (Income),Income,BNHRF87,84.18,84.18,0,1.07
TB Mellifera Managed Fund (Class B) (Accumulation),Accumulation,BN7CJ57,167.96,167.96,0,1.1
TB Mellifera Managed Fund (Class B) (Income),Income,B87SVX2,167.34,167.34,0,1.1
TB Ocean UK Equity (Class B) (Accumulation),Accumulation,BDRNX58,112.01,112.01,0,1.15
TB Ocean UK Equity (Class B) (Income),Income,BDRNX69,103.45,103.45,0,1.15
TB Saracen Global Income and Growth (Inst) (B) (Accumulation),Accumulation,B5B35X0,260.54,260.54,0,1.01
TB Saracen Global Income and Growth (Inst) (B) (Income),Income,B3XPLG5,188.34,188.34,0,1.01
TB Saracen UK Alpha (B) (Accumulation),Accumulation,0571119,907.61,907.61,0,1.13
TB Saracen UK Income (Class B) (Accumulation),Accumulation,BW9H1K2,137.85,137.85,0,1.63
TB Saracen UK Income (Class B) (Income),Income,BW9H1L3,101.19,101.19,0,1.63
TB Whitman UK Small Cap Growth (Class B) (Accumulation),Accumulation,BMTM505,112.1,112.1,0,1.25
TB Wise Multi-Asset Growth (B) (Accumulation),Accumulation,3427253,444.8,444.8,0,1.15
TB Wise Multi-Asset Income (B) (Accumulation),Accumulation,B0LJ1M4,301.08,301.08,0,0.94
TB Wise Multi-Asset Income (B) (Income),Income,B0LJ016,127.25,127.25,0,0.94
TC Delmore Growth & Income (A) (Accumulation),Accumulation,BPYPLT1,,,,
TC Delmore Growth & Income (A) (Income),Income,3176243,,,,
TC Share Centre Multi Manager Balanced (Accumulation),Accumulation,BZCN7S8,,,,
TC Share Centre Multi Manager Balanced (Income),Income,B2NLM85,,,,
TC Share Centre Multi Manager Cautious (Income),Income,B2NLM74,,,,
Templeton Africa (W GBP) (Accumulation),Accumulation,B7T5LS9,,,,
Templeton Asian Growth (A GBP) (Inclusive Income),Income,B0LMHG9,2594,2594,0,1.24
Templeton Asian Growth (W GBP) (Accumulation),Accumulation,B7CPH77,1591,1591,0,1.25
Templeton Asian Growth (W USD) (Accumulation),Accumulation,B8H2YT1,1015.26,1015.26,0,1.24
Templeton Asian Smaller Companies (W USD) (Accumulation),Accumulation,B8NCW80,1363.49,1363.49,0,1.22
Templeton China (A GBP) (Inclusive Income),Income,B0LMHJ2,1915,1915,0,1.44
Templeton China (W GBP) (Accumulation),Accumulation,B77L7T2,1599,1599,0,1.4
Templeton Eastern Euro (A EUR) (Accumulation),Accumulation,4881825,1783.55,1783.55,0,1.78
Templeton Emerging Markets Bond (A GBP) (Inclusive Income),Income,B3L6K29,554,554,0,1.06
Templeton Emerging Markets Bond (W GBP Hedged) (Income),Income,B7SV3J3,429,429,0,0.95
Templeton Emerging Markets Sm Cos (A GBP) (Inclusive Income),Income,B28G4Y5,,,,
Templeton Emerging Markets Sm Cos (A GBP) (Inclusive Income),Income,B2B3YC1,2057,2057,0,1.47
Templeton Emerging Markets Sm Cos (W GBP) (Accumulation),Accumulation,B7XNSW2,2507,2507,0,1.47
Templeton European Small-Mid Cap (Inclusive Accumulation),Accumulation,7246584,,,,
Templeton Frontier Markets (A GBP) (Inclusive Income),Income,B3DKF02,2512,2512,0,1.53
Templeton Frontier Markets (A USD) (Inclusive Accumulation),Accumulation,B3DKBW6,1595.64,1595.64,0,1.53
Templeton Frontier Markets (A USD) (Inclusive Income),Income,B3DKFR9,1424.71,1424.71,0,1.53
Templeton Frontier Markets (W GBP) (Accumulation),Accumulation,B7T5JL8,1867,1867,0,1.54
Templeton Global Bond (A GBP Hedged) (Inclusive Income),Income,B244X02,636,636,0,0.88
Templeton Global Bond (A GBP) (Inclusive Income),Income,B0LMMJ7,1053,1053,0,0.88
Templeton Global Bond (W GBP) (Income),Income,B7SXXX3,892,892,0,0.88
Templeton Global Convertible Securities (W EUR) (Accumulation),Accumulation,BF52PT9,,,,
Templeton Global Income (A USD) (Inclusive Income),Income,B064Q30,823.66,823.66,0,0.94
Templeton Global Total Return (W GBP) (Income),Income,B7T5M08,735,735,0,0.89
Templeton Latin America (A GBP) (Inclusive Income),Income,B0LMMS6,4226,4226,0,1.37
Templeton Latin America (W GBP) (Accumulation),Accumulation,B7T5JW9,1118,1118,0,1.31
Thesis Lion Growth (Inclusive Accumulation),Accumulation,0822293,319.8,330.1,0,0.91
Thesis Lion Growth (Inclusive Income),Income,0822259,296.9,306.5,0,0.91
Threadneedle (ex LV) UK Equity Income (Retail 2) (Inclusive Income),Income,B3L6GN2,,,,
Threadneedle (Lux) Credit Opps (Class 1GH) (Inclusive Accumulation),Accumulation,BF50YY1,1010.76,1010.76,0,0.82
Threadneedle (Lux) Euro High Yield Bond (Class 1) (Inclusive Accumulation),Accumulation,BF50YG3,964.09,964.09,0,0.78
Threadneedle (Lux) European Corp Bond (Class 1) (Inclusive Accumulation),Accumulation,BF50X66,103.51,103.51,0,0.69
Threadneedle (Lux) Global Smaller Cos (ZG GBP) (Accumulation),Accumulation,BFNBMM0,1479.78,1479.78,0,1.05
Threadneedle (Lux) Global Technology (ZG GBP) (Accumulation),Accumulation,BFNBMT7,2239.9,2239.9,0,1.15
Threadneedle (Lux) Pan Euro Equity Dividend (1) (Inclusive Accumulation),Accumulation,BF50ZB5,170.73,170.73,0,0.95
Threadneedle (Lux) Pan Euro Equity Dividend (1) (Inclusive Income),Income,BF50ZC6,91.3,91.3,0,0.95
Threadneedle (Lux) Pan Euro ESG Equities (Class 3) (Inclusive Accumulation),Accumulation,BDFKZ11,1238.2,1238.2,0,0.885
Threadneedle (Lux) Pan Euro Smaller Cos (Class 1) (Inclusive Accumulation),Accumulation,BF50XF5,1026.35,1026.35,0,0.97
Threadneedle (Lux) Pan European Smaller Cos (3) (Inclusive Accumulation),Accumulation,BF50XP5,1057.89,1057.89,0,0.855
Threadneedle American (Class 1) (Inclusive Accumulation),Accumulation,0153056,485.21,485.21,0,0.86
Threadneedle American (Class 1) (Inclusive Income),Income,B0GDGF9,485.06,485.06,0,0.86
Threadneedle American (Class Z) (Accumulation),Accumulation,B7T2FK0,436.43,436.43,0,0.765
Threadneedle American (Class Z) (Income),Income,B6WD1G1,414.69,414.69,0,0.765
Threadneedle American Absolute Alpha (AGH) (Inclusive Accumulation),Accumulation,B45VQ96,1655.42,1655.42,0,1.05
Threadneedle American Extended Alpha (Class 1) (Inclusive Accumulation),Accumulation,B28B7B8,628.86,628.86,0,0.92
Threadneedle American Extended Alpha (Class 2) (Accumulation),Accumulation,B28BBW7,693.8,693.8,0,0.795
Threadneedle American Select (Class 1) (Inclusive Accumulation),Accumulation,0152923,489.32,489.32,0,0.84
Threadneedle American Select (Class 1) (Inclusive Income),Income,B0GDXT2,489.04,489.04,0,0.84
Threadneedle American Select (Class Z) (Accumulation),Accumulation,B7HJLD8,402.01,402.01,0,0.765
Threadneedle American Select (Class Z) (Income),Income,B8BC196,391.17,391.17,0,0.765
Threadneedle American Smaller Companies (Class 1) (Inclusive Accumulation),Accumulation,0153012,523.66,523.66,0,0.88
Threadneedle American Smaller Companies (Class 1) (Inclusive Income),Income,B0GDXX6,523.39,523.39,0,0.88
Threadneedle American Smaller Companies (Class Z) (Accumulation),Accumulation,B8358Z8,428.82,428.82,0,0.825
Threadneedle Asia (Class 1) (Inclusive Accumulation),Accumulation,0144113,264.52,264.52,0,0.92
Threadneedle Asia (Class Z) (Accumulation),Accumulation,B83BWC1,238.88,238.88,0,0.845
Threadneedle China Opportunities (Class 1) (Inclusive Accumulation),Accumulation,B1PRW73,328.96,328.96,0,0.92
Threadneedle China Opportunities (Class Z) (Accumulation),Accumulation,B846CP8,231.47,231.47,0,0.865
Threadneedle Credit Opportunities (Class 1 Hdg) (Inclusive Accumulation),Accumulation,B4STTD2,,,,
Threadneedle Credit Opps (Class 2 Inst Hdg) (Accumulation),Accumulation,B4V5TL5,,,,
Threadneedle Dollar Bond (Class 1) (Inclusive Income),Income,0270223,60.47,60.47,0,0.67
Threadneedle Dollar Bond (Class Z) (Income),Income,B9BRCL7,117.65,117.65,0,0.615
Threadneedle Dynamic Real Return (Class Z) (Accumulation),Accumulation,B93TQ86,144.11,144.11,0,0.92
Threadneedle Dynamic Real Return (Class Z) (Income),Income,B93MKD8,131.51,131.51,0,0.92
Threadneedle Emerging Market Bond (Class 1) (Inclusive Income),Income,0236560,49.55,49.55,0,0.76
Threadneedle Emerging Market Bond (Class Z) (Income),Income,B817DW8,86.58,86.58,0,0.76
Threadneedle Emerging Market Local (Class 1 GBP) (Inclusive Income),Income,B2B3NW4,61.14,61.14,0,0.77
Threadneedle Emerging Market Local (Class Z GBP) (Income),Income,B88S829,56.93,56.93,0,0.77
Threadneedle Enhanced Commodities (AGH) (Inclusive Accumulation),Accumulation,B4WDY13,1410.64,1410.64,0,1
Threadneedle Enhanced Commodities (ZGH) (Accumulation),Accumulation,B8K1DQ5,1194.78,1194.78,0,1
Threadneedle Euro'n High Yield Bond (Class 1 GBP) (Inclusive Accumulation),Accumulation,B50MW04,,,,
Threadneedle Euro'n High Yield Bond (Class Z GBP) (Accumulation),Accumulation,B894NV0,,,,
Threadneedle European (Class 1 GBP) (Inclusive Accumulation),Accumulation,0144094,308.33,308.33,0,0.89
Threadneedle European (Class Z) (Accumulation),Accumulation,B8C2LS4,256.06,256.06,0,0.825
Threadneedle European (Class Z) (Income),Income,B6Y3RC7,186,186,0,0.825
Threadneedle European Bond (Class 1) (Inclusive Income),Income,0270290,71.93,71.93,0,0.65
Threadneedle European Bond (Class Z) (Income),Income,B990YR8,106.61,106.61,0,0.595
Threadneedle European Corporate Bond (Class 1) (Inclusive Accumulation),Accumulation,3213344,,,,
Threadneedle European ex-UK Growth (ex LV) (Inst) (Accumulation),Accumulation,B3CZXF9,,,,
Threadneedle European ex-UK Growth (ex LV) (Inst) (Income),Income,B64T9L8,,,,
Threadneedle European ex-UK Growth (ex LV) (R2) (Inclusive Accumulation),Accumulation,B3L6GK9,,,,
Threadneedle European Select (Class 1) (Inclusive Accumulation),Accumulation,0152934,367.35,367.35,0,0.85
Threadneedle European Select (Class Z) (Accumulation),Accumulation,B8BC5H2,249.4,249.4,0,0.65
Threadneedle European Select (Class Z) (Income),Income,B98WQ46,189.86,189.86,0,0.65
Threadneedle European Smaller Companies (Class 1) (Inclusive Accumulation),Accumulation,0153142,993.52,993.52,0,0.93
Threadneedle European Smaller Companies (Class Z) (Accumulation),Accumulation,B84CYY9,244.51,244.51,0,0.825
Threadneedle European Smaller Companies (Class Z) (Income),Income,B978SQ1,217.73,217.73,0,0.825
Threadneedle Global Bond (Class Z) (Accumulation),Accumulation,B888H77,125.34,125.34,0,0.63
Threadneedle Global Bond (Class Z) (Income),Income,B8C2M70,101.7,101.7,0,0.63
Threadneedle Global Emerging Market Equity Class Z (Accumulation),Accumulation,B8BYHK5,154.9,154.9,0,0.855
Threadneedle Global Emerging Mkt Equity (Class 1) (Inclusive Accumulation),Accumulation,B10SJD6,118.03,118.03,0,0.93
Threadneedle Global Equity Income (Class 1) (Inclusive Accumulation),Accumulation,B1YW3W1,285.97,285.97,0,0.89
Threadneedle Global Equity Income (Class 1) (Inclusive Income),Income,B1Z2MW3,158.04,158.04,0,0.89
Threadneedle Global Equity Income (Class Z) (Accumulation),Accumulation,B99MQF6,204.58,204.58,0,0.835
Threadneedle Global Equity Income (Class Z) (Income),Income,B7S8N05,176.47,176.47,0,0.835
